mail_id,title,query,query_date,reply,reply_date,reply_agency,url
20210512004,门诊慢病报销怎么申请,我是商洛市洛南县石门镇的一名退休教师，现被诊断出高血压3级，2型糖尿病，需要长期服用降压药辅助治疗。请问这种情况怎么申请门诊慢病报销？,2021-05-12,  网友你好，来信已收悉。由于你提供的信息有限，职工和城乡居民慢性病报销所需资料略有不同，请向当地医保局咨询，联系电话：7328273。感谢你的来信，祝你生活愉快！,2021-05-13,市信息中心,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7232
20210512002,洛南县不动产登记局电话查询,我在洛南县景和园买的房子，现在想查询一下该房子的所有者，麻烦提供一下洛南县不动产登记局的电话，谢谢,2021-05-12,  网友你好，来信已收悉。洛南县房产、土地等不动产登记业务情况请向洛南县政务服务大厅不动产登记窗口咨询，联系电话：7688147。感谢你的来信，祝你生活愉快！,2021-05-13,市信息中心,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7230
20210510006,商洛市碧桂园翡翠湾，厨房天花板漏水，存在质量问题，多次催促，物业未进行修复，请问住房和城乡建设局是否有监管权，该向那个部门反映,商洛市碧桂园翡翠湾小区，厨房天花板漏水，存在质量问题，多次催促，物业未进行修复，请问住房和城乡建设局是否有监管权，该向那个部门反映投诉,2021-05-10,  网友你好，来信已收悉，你反映的问题建议你向商州区住建局反映，联系电话：0914-2312824。感谢你的来信，祝你生活愉快！,2021-05-12,市信息中心,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7226
20210510004,查询下联系方式,您好因为业务需要，我们公司需要变更下执行董事，因为我们人员在西安，所以需要先提前联系下你们工商部门，需要什么材料。但没有查询到联系方式。我们目前营业执照上盖的是---商洛市行政审批服务局的公章。诉求是: 需要此部门联系方式，其次如果变更我们公司内部人员，还需要你们其他部门一块办理的话，那真诚的希望，联系方式一并给我发下。感谢 ,2021-05-10,  网友你好，来信已收悉，由于你提供的信息有限，建议你向市市场监管局咨询相关事宜，联系电话:0914-2993013，市行政审批局联系电话：0914-2981123。,2021-05-10,市信息中心,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7224
20210510002,禁渔期内是否可以钓鱼？,在禁渔期内是否可以进行休闲垂钓？,2021-05-10,"  网友你好，来信已收悉，你反映的问题已转市农业农村局阅处。相关情况会第一时间答复，请关注后续回复内容，感谢你的来信，祝你生活愉快！
2021年5月10日
  网友你好，你咨询的问题现回复如下：  《中华人民共和国渔业法实施细则》规定休闲垂钓属于一种捕捞行为。按照《商洛市人民政府关于加强水生生物资源及其生态环境保护的通告》（商政发〔2014〕31号）规定，我市禁渔期为每年4月1日至6月30日，禁渔范围为全市境内河流、水库等天然水域。在禁渔期内，严禁在天然水域进行捕捞作业。
商洛市农业农村局2021年5月12日",2021-05-10,商洛市农业农村局,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7222
20210508004,明珠花园公租房交钥匙时间,各位领导：  2017年5月中旬职院组织没有住房的同志对公租房明珠花园公开摇号分房，至今已经将近四年过去，摇号的房子至今没有分房交钥匙，请问政府有没有具体的交钥匙时间？当时摇号没有按照家庭实际人口分开摇，完全靠运气摇大小平米，请问四口之家分44平米不合规定吧？,2021-05-08,"  网友你好，来信已收悉，你反映的问题已转市住建局阅处。相关情况会第一时间答复，请关注后续回复内容，感谢你的来信，祝你生活愉快！
2021年5月10日
  网友你好，你反映的问题现回复如下：  据<<商洛市公共租赁住房管理办法>>等政策规定，公租房申请是以户为单位，可享受建筑面积50平方米以内住房，家庭成员不可重复申请。目前，明珠花园公租房室内配套以及小区管网、道路等配套设施已基本完工，消防验收以及物业等准备工作正在进行中，力争在六月底前交付使用，在此期间，各住房保障家庭继续享受住房租赁补贴政策。
商洛市住房和城乡建设局2021年5月18日",2021-05-10,商洛市住房和城乡建设局,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7219
20210508003,户口迁出,我是商洛市商州区刘湾街道的居民，想把户口迁出到外省，需要到哪里办理？联系电话是多少？能不能找朋友代办？,2021-05-08,  网友你好，来信已收悉。跨省转户需要分别去两个不同的省份进行处理，至于跨省转户口需要的手续，因为每一个省份可能需要的材料是不一样的，具体程序等请向户籍迁出地和迁入地的派出所咨询。商州区刘湾街道属于丹南派出所管辖，户籍室联系电话：0914-2990008。,2021-05-10,市信息中心,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7218
20210507004,咨询商州区妇幼保健院给职工（合同制）缴纳五险事宜。,严格按照劳动法，单位应向职工合法缴纳五险，目前商州区妇幼保健院给单位员工（合同工）仅仅缴纳的是养老，居民医保，失业三险，严格未执行劳动法五险政策，并且作为单位职工缴纳的却是居民医保，说是自己交，但是再把钱发给个人，在此请问市长大人这样合法合规吗？请市长大人解答此问题。,2021-05-07,"  网友你好，来信已收悉，你反映的问题已转商州区人民政府阅处。相关情况会第一时间答复，请关注后续回复内容，感谢你的来信，祝你生活愉快！
2021年5月8日
  网友你好，你反映的问题现回复如下：  1、关于聘用人员缴纳养老保险、工伤保险和失业保险情况。为了业务发展需要，区妇保院先后多次招聘合同制工作人员，现有聘用人员60多名，以护理人员为主，多数为2020年新院开业前后招聘。对招聘人员，区妇保院严格执行有关规定，积极办理各类保障。由于医疗保险与生育保险已合并，所以目前五险实质上是四险。包括养老保险、医疗保险（含生育保险）、工伤保险和失业保险。区妇保院目前对全院职工，包括聘用人员（合同制）已全部按规定比例缴纳了养老保险、工伤保险和失业保险。  2、关于聘用人员缴纳医疗保险情况。2020年以前招聘的人员，个人申请办理职工医保的，区妇保院已全部办理。2020年10月开业后招聘的人员，因签订合同已到年底或2021年初，这些聘用人员个人已缴纳了2021年度居民医疗保险。按医疗保险有关规定，每人只能有一种保险方式，所以，区妇保院要办理职工医保，就需要注销居民医保账号才能办理，而且涉及退费等，短时期内很难办结，所以，区妇保院研究后决定，对2021年度办理的居民医保凭保费发票，单位给予报销。保障所有职工享受医疗保险。  3、从2022年起，区妇保院将对所有聘用人员按规定办理职工医疗保险，保障聘用人员合法权益，同时，加强对聘用人员沟通和教育，提升聘用人员干事创业积极性，让聘用人员安心工作。
商州区人民政府办公室2021年5月13日",2021-05-08,商州区人民政府办公室,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7215
20210507001,投诉商洛市儿童医院,4月26日带孩子去商洛市儿童医院就诊，诊断证明确诊为扁桃炎，第二天被学校告知要隔离，隔离期满后需儿童医院开证明才能复课，到了医院第一诊室医生田淑兰告知要开证明必须先挂号，于是我挂完号，她给开了证明并在病例本上写明。   由于自己不小心在回家途中将证明遗失，第二天早晨拿着病历本找医生问能不能补办一张，因为病例上写的明明白白前一天开过证明，只是补办一张。医生又告知需要去挂号，挂一次（15元），这就是我们商洛的儿童医院，着实令人心寒。 ,2021-05-07,"  网友你好，来信已收悉，你反映的问题已转市卫健委阅处。相关情况会第一时间答复，请关注后续回复内容，感谢你的来信，祝你生活愉快！
2021年5月8日
  网友你好，你反映的问题市卫健委领导高度重视，立即安排专人责成市中心医院迅速开展调查处置工作。现回复如下：  经调查，商洛市中心医院作为目前全市唯一一家三级甲等综合类医院，按照医院规定，挂号期限为当日有效，如第二天需要复诊、检查或其他诊疗项目需再次挂号后正常进行接诊。由于医学诊断证明是重要的法律依据，具备科学客观的诊断依据，医师必须亲自诊查患者后方可出具医学诊断证明书。当事人自己不小心丢失了诊断证明，需补办的话，医师必须严格确认患者病情才能再次开具诊断证明书，所以医师要求患者再次挂号属于合理。当时，因工作人员对当事人解释不详细，引起患者不满意造成投诉。  针对此事我委要求市中心医院儿科医院加强工作人员落实“以病人为中心”的服务意识培养，增强医患交流沟通，告知患者在就医过程需要帮助可拨打服务咨询电话（0914-2035672、0914-2333524）给予协调和帮助。  下一步，我委将在全市卫生健康系统进一步提升医疗质量和服务能力，持续提高服务水平，更好地服务每一位患者，提升患者就医体验。
商洛市卫生健康委员会2021年5月10日",2021-05-08,商洛市卫生健康委员会,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7213
20210507001,井字路口需设置红绿灯及照明设施,    各位领导及交通职能部门： 商洛万达后面的新修道路、民居路与通江西路、通江东路形成了一个较大的井字路口，且此地段属于繁华路段，平时往来车辆及人口极多。至今没有红绿灯及照明设施，白天在上班时段，车辆人员拥挤，不存在车让人，也没有人指挥交通，存在很大的交通隐患。晚间更甚，因为路口没有路灯，司机存在视角盲区，行人过马路都要跟车抢道。恳请各位领导及相关职能部门能实地考察，看情况是否属实，给市民一个安全的出行环境！     ,2021-05-07,"  网友你好，来信已收悉，你反映的问题已转市城管局阅处。相关情况会第一时间答复，请关注后续回复内容，感谢你的来信，祝你生活愉快！
2021年5月8日
  网友你好，你反映的问题市城管局高度重视，立即召集相关单位了解情况，现回复如下：  市民来信反映“通江东、西路与民居路（四皓路）井子口属繁华路段，往来车辆及行人极多，存在极大安全隐患，需设置红绿灯及照明设施”问题，我局2021年1月形成《关于在市区两处十字路口设置道路交通信号灯方案的请示》（商城管字〔2021〕8号）上报市政府，并已经批准。目前已完成前期设计和财政局拦标价的审定工作，待招标完成，立即施工安装红绿灯，并计划在此处井子口四周安装四组高杆灯，保障市民通行安全。
商洛市城市管理局2021年5月14日",2021-05-08,商洛市城市管理局,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7212
20210506001,宅基地申请条件,市长，您好，我想咨询一下，户籍在乡镇和村的农业户口公职人员，可以在本人所在乡镇，村、社区申请宅基地吗？,2021-05-06,"  网友你好，来信已收悉，你反映的问题已转市农业农村局阅处。相关情况会第一时间答复，请关注后续回复内容，感谢你的来信，祝你生活愉快！
2021年5月10日
  网友你好，你咨询的问题现回复如下：  按照《中华人民共和国土地管理法》第九条规定，宅基地属于农民集体所有。陕西省农业农村厅、陕西省自然资源厅《关于进一步规范农村宅基地审批管理的通知》（陕农发〔2021〕5号）明确，申请农民集体所有的宅基地，必须为农村集体经济组织成员。户籍在乡镇和村的农村居民的公职人员不属于农村集体经济组织成员，不得申请农村宅基地。
商洛市农业农村局2021年5月11日",2021-05-06,商洛市农业农村局,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7210
20210504002,307省道杨斜镇至垭口段半挂车超速,尊敬的商洛市领导，您好，307省道杨斜收费站至垭口段拉货半挂车数量多，且存在超速驾驶的违法问题，近年来沿线居民的生命安全受到严重威胁，年年都有恶性交通事故，建议加装区间测速设备，规范半挂车司机驾驶行为！！,2021-05-04,"  网友你好，来信已收悉，你反映的问题已转市交警支队阅处。相关情况会第一时间答复，请关注后续回复内容，感谢你的来信，祝你生活愉快！
2021年5月6日
  网友你好，你反映的问题现回复如下：  商州区307省道杨斜至垭口路段全长21km，多数货车为了降低费用，选择了在杨斜至垭口路段之间下高速，从307省道通行，且该问题已被多次投诉反映。我队没有找到禁止货车在省道通行的相关法律规定，故无法实施进行或者限行措施。  为了较好解决该问题，2020年元月份我队也尝试过设置区间测速，安排民警驾驶警车多次测试，因该路段弯道较多，平均速度达不到60km/h。根据相关法律规定，同方向只有1条机动车道的道路，城市道路为每小时50公里，公路为每小时70公里，故此路段不适宜安装区间测速设备。在此情况下，我们要求辖区中队在日常加大巡查力度，教育货车驾驶人安全文明驾驶，预防和减少道路交通事故的发生。
商洛市公安局交通警察支队2021年5月10日",2021-05-06,商洛市公安局交通警察支队,http://www.shangluo.gov.cn/zmhd/ldxxxx.jsp?urltype=leadermail.LeaderMailContentUrl&wbtreeid=1112&leadermailid=7208
